NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Small,18,8,6.0,3,15.02,4.0,15.2,10.0,13.009950000000002,2,7,17,43.56,1.83,4.71,0.5022000000000001,0.988,23,29
1,Sedan,20,10,6.0,3,11.648,6.0,22.8,18.0,13.009950000000002,1,20,23,23.65,2.92,4.68,0.43335,0.986,21,28
5,Small,19,10,5.0,3,12.869,4.0,15.2,11.0,5.4774,3,5,9,23.3,2.92,4.68,0.47790000000000005,0.985,21,31
4,Sedan,17,7,6.0,3,13.672,6.0,22.8,18.0,5.4774,2,4,6,30.15,1.61,4.68,0.4536000000000001,0.98,20,27
2,Small,19,10,5.0,7,14.126,4.0,15.2,11.0,19.434825,3,19,23,13.63,1.58,4.76,0.4536000000000001,0.955,20,28
2,Sedan,17,10,6.0,3,12.753,6.0,22.8,18.0,1.33605,2,6,9,49.4,2.93,4.77,0.40905,0.993,19,30
5,SUV,20,9,13.5,3,7.439,13.5,51.3,40.5,1.33605,2,20,23,30.82,3.55,4.74,0.4697999999999992,0.991,23,31
4,Small,19,9,4.0,11,3.945,4.0,15.2,12.0,2.426175,1,19,23,21.94,0.8,4.77,0.36449999999999994,0.945,23,28
3,SUV,18,9,13.5,11,8.232,13.5,51.3,40.5,13.009950000000002,1,2,8,28.34,2.18,4.71,0.50625,0.984,21,30
5,Sedan,19,10,6.0,11,8.579,6.0,22.8,18.0,5.4774,1,9,18,17.22,1.28,4.71,0.49410000000000004,0.956,19,27
3,Small,17,8,5.0,7,12.593,4.0,15.2,11.0,19.434825,3,17,23,19.51,2.98,4.61,0.50625,0.983,22,27
5,Sedan,19,8,6.0,3,10.986,6.0,22.8,18.0,2.426175,1,19,23,8.99,1.96,4.75,0.50625,0.945,20,29
4,Truck,18,9,17.5,7,13.045,17.5,66.5,52.5,19.434825,2,18,23,45.22,2.88,4.72,0.38475,0.992,19,29
2,Sedan,20,8,6.0,11,14.211,6.0,22.8,18.0,5.4774,1,20,23,48.25,3.08,4.66,0.36854999999999993,0.993,20,29
4,Sedan,19,9,6.0,11,8.37,6.0,22.8,18.0,0.685125,3,19,23,19.36,3.45,4.64,0.405,0.985,19,30
2,Sedan,20,7,7.0,11,17.206,6.0,22.8,17.0,5.4774,1,20,23,47.21,2.55,4.63,0.4697999999999992,0.992,21,29
3,SUV,18,7,13.5,11,8.519,13.5,51.3,40.5,2.426175,1,6,17,25.26,2.66,4.63,0.4536000000000001,0.985,23,31
3,SUV,17,8,13.5,7,8.422,13.5,51.3,40.5,13.009950000000002,1,7,16,29.96,1.2,4.65,0.48600000000000004,0.973,23,31
5,SUV,18,11,13.5,11,6.767,13.5,51.3,40.5,5.4774,3,18,23,8.96,2.62,4.63,0.37664999999999993,0.958,19,27
3,Sedan,18,8,6.0,7,11.167,6.0,22.8,18.0,5.4774,2,1,7,16.88,0.57,4.73,0.37664999999999993,0.901,20,29
2,SUV,19,8,13.5,7,4.191,13.5,51.3,40.5,18.696825,3,4,7,30.84,3.29,4.64,0.39690000000000003,0.99,19,27
2,Small,18,8,4.0,3,5.621,4.0,15.2,12.0,5.4774,1,18,23,16.85,1.59,4.64,0.36854999999999993,0.963,20,28
1,Sedan,20,8,6.0,3,4.732,6.0,22.8,18.0,18.696825,2,20,23,46.35,2.69,4.74,0.40095000000000003,0.992,19,30
4,Small,17,10,4.0,11,7.066,4.0,15.2,12.0,1.33605,1,2,9,26.5,1.07,4.8,0.39285000000000003,0.965,19,29
1,SUV,16,10,13.5,3,14.071,13.5,51.3,40.5,1.33605,3,6,9,46.33,0.87,4.73,0.49815,0.975,20,28
5,Small,19,7,4.0,3,5.1,4.0,15.2,12.0,0.685125,3,19,23,33.15,2.68,4.69,0.50625,0.989,23,30
2,Small,19,9,4.0,11,7.514,4.0,15.2,12.0,1.33605,3,8,18,41.14,2.99,4.76,0.4374,0.992,19,28
2,Small,19,6,5.0,11,13.587,4.0,15.2,11.0,19.434825,3,5,18,18.54,2.52,4.75,0.42524999999999996,0.979,21,29
5,SUV,18,11,13.5,3,13.939,13.5,51.3,40.5,13.009950000000002,3,3,10,17.58,1.32,4.63,0.42524999999999996,0.958,19,30
3,SUV,18,9,13.5,7,13.642,13.5,51.3,40.5,1.33605,3,8,17,49.92,1.74,4.78,0.49410000000000004,0.989,20,28
2,Small,19,8,4.0,7,6.585,4.0,15.2,12.0,1.33605,1,6,7,46.1,3.17,4.77,0.4293,0.993,19,29
3,Sedan,19,9,6.0,3,9.6,6.0,22.8,18.0,18.696825,2,1,8,47.94,0.79,4.72,0.36854999999999993,0.974,22,28
5,Small,17,8,4.0,3,9.037,4.0,15.2,12.0,2.426175,3,7,16,36.23,2.42,4.74,0.405,0.989,20,29
4,Small,18,7,4.0,11,9.962,4.0,15.2,12.0,3.42945,2,18,23,16.54,2.9,4.69,0.405,0.979,23,30
1,Small,17,8,4.0,7,10.658,4.0,15.2,12.0,5.4774,3,2,7,41.06,2.25,4.71,0.4536000000000001,0.989,21,30
1,Truck,18,11,17.5,7,11.026,17.5,66.5,52.5,13.009950000000002,1,6,10,24.29,3.07,4.7,0.44955,0.987,19,27
1,Sedan,17,8,6.0,7,9.328,6.0,22.8,18.0,2.426175,1,4,7,29.16,3.41,4.78,0.45764999999999917,0.99,19,29
4,SUV,20,7,13.5,7,16.596,13.5,51.3,40.5,0.685125,2,6,8,13.85,1.2,4.63,0.4131,0.942,22,31
2,Sedan,19,9,6.0,3,13.201,6.0,22.8,18.0,5.4774,3,8,18,35.92,2.03,4.73,0.40095000000000003,0.986,22,27
4,Sedan,16,7,6.0,3,12.423,6.0,22.8,18.0,18.696825,3,2,6,12.56,2.26,4.74,0.4536000000000001,0.965,20,27
2,Sedan,19,9,6.0,3,14.704,6.0,22.8,18.0,3.42945,3,3,8,39.66,2.64,4.6,0.4616999999999992,0.99,21,27
3,Sedan,18,10,7.0,11,16.51,6.0,22.8,17.0,5.4774,3,18,23,48.86,3.25,4.72,0.37664999999999993,0.994,19,27
4,Truck,17,7,17.5,11,16.345,17.5,66.5,52.5,19.434825,2,17,23,13.24,3.24,4.67,0.3888,0.977,21,30
4,Small,18,6,6.0,7,16.491,4.0,15.2,10.0,18.696825,1,18,23,44.99,1.63,4.76,0.4374,0.986,21,29
5,Sedan,16,7,6.0,3,7.064,6.0,22.8,18.0,19.434825,1,1,6,47.47,3.02,4.76,0.49005,0.993,22,31
2,Sedan,18,11,6.0,7,14.273,6.0,22.8,18.0,18.696825,3,8,11,43.77,2.85,4.62,0.44955,0.992,23,27
3,Small,19,6,4.0,11,7.905,4.0,15.2,12.0,19.434825,2,19,23,47.99,0.99,4.66,0.40095000000000003,0.979,20,30
2,Sedan,18,9,6.0,3,13.343,6.0,22.8,18.0,1.33605,2,2,8,30.93,1.37,4.73,0.44145,0.977,21,28
5,Small,18,9,7.0,11,17.872,4.0,15.2,9.0,13.009950000000002,1,8,17,48.31,1.63,4.71,0.41715,0.987,22,28
3,SUV,20,7,13.5,11,11.959,13.5,51.3,40.5,13.009950000000002,3,6,19,9.23,1.89,4.63,0.405,0.944,21,29
