NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Small,17,9,4.0,11,5.531,4.0,15.2,12.0,18.696825,3,17,23,32.23,2.79,4.72,0.45764999999999917,0.989,21,30
3,SUV,19,10,13.5,3,10.471,13.5,51.3,40.5,0.685125,1,9,18,15.32,0.87,4.72,0.48195,0.928,19,29
4,Small,19,6,4.0,3,11.521,4.0,15.2,12.0,13.009950000000002,1,19,23,14.24,2.2,4.68,0.39690000000000003,0.969,20,31
4,Sedan,17,11,6.0,3,8.74,6.0,22.8,18.0,3.42945,2,17,23,17.33,2.99,4.75,0.48600000000000004,0.981,23,29
4,Sedan,17,7,6.0,7,13.292,6.0,22.8,18.0,13.009950000000002,1,17,23,28.34,3.29,4.79,0.47384999999999916,0.989,22,31
1,Small,17,10,6.0,11,14.94,4.0,15.2,10.0,13.009950000000002,2,9,16,14.93,2.93,4.73,0.46574999999999916,0.977,20,29
1,SUV,17,7,13.5,7,13.852,13.5,51.3,40.5,0.685125,1,6,16,44.55,0.89,4.64,0.40905,0.975,23,30
3,Small,22,9,6.0,11,15.946,4.0,15.2,10.0,3.42945,3,7,10,10.3,2.16,4.68,0.47384999999999916,0.956,22,27
5,Sedan,18,11,6.0,7,5.936,6.0,22.8,18.0,1.33605,1,6,10,32.63,2.08,4.77,0.43335,0.985,23,31
1,Small,21,9,5.0,11,13.784,4.0,15.2,11.0,5.4774,2,21,23,14.51,2.64,4.78,0.5022000000000001,0.974,22,28
2,SUV,20,9,13.5,3,10.805,13.5,51.3,40.5,1.33605,1,20,23,10.57,1.0,4.62,0.39285000000000003,0.91,21,30
2,Small,17,10,5.0,3,14.416,4.0,15.2,11.0,2.426175,2,9,16,10.43,1.39,4.72,0.4212,0.933,21,29
1,Sedan,18,9,6.0,3,7.637,6.0,22.8,18.0,1.33605,3,18,23,48.54,0.52,4.77,0.40095000000000003,0.961,20,29
1,Small,19,8,4.0,3,7.687,4.0,15.2,12.0,3.42945,2,7,18,27.32,2.18,4.64,0.40095000000000003,0.983,22,29
5,Small,17,9,5.0,11,14.368,4.0,15.2,11.0,13.009950000000002,3,17,23,49.12,1.68,4.73,0.3888,0.988,20,27
2,Sedan,18,9,6.0,7,10.356,6.0,22.8,18.0,18.696825,2,4,8,37.99,3.25,4.75,0.45764999999999917,0.992,23,31
2,Sedan,18,9,6.0,3,6.959,6.0,22.8,18.0,18.696825,2,18,23,14.28,0.69,4.73,0.42524999999999996,0.903,23,29
1,SUV,19,8,13.5,3,7.151,13.5,51.3,40.5,1.33605,3,19,23,31.57,3.3,4.66,0.40095000000000003,0.99,21,30
1,Truck,17,8,17.5,3,12.648,17.5,66.5,52.5,18.696825,3,7,16,9.79,1.26,4.76,0.39690000000000003,0.922,21,30
4,Sedan,18,7,6.0,11,6.465,6.0,22.8,18.0,3.42945,3,18,23,48.5,0.67,4.68,0.49410000000000004,0.97,19,28
1,Small,19,10,4.0,11,7.235,4.0,15.2,12.0,5.4774,3,19,23,28.17,1.46,4.62,0.37664999999999993,0.976,19,27
4,SUV,18,8,13.5,11,9.002,13.5,51.3,40.5,2.426175,1,5,7,26.32,2.73,4.7,0.49005,0.986,23,29
4,Sedan,17,11,6.0,11,6.274,6.0,22.8,18.0,3.42945,2,7,10,44.82,1.65,4.69,0.4131,0.987,19,28
1,Truck,16,9,17.5,7,13.43,17.5,66.5,52.5,1.33605,3,4,8,37.78,2.17,4.62,0.37664999999999993,0.988,20,29
5,Small,18,8,5.0,3,14.387,4.0,15.2,11.0,1.33605,3,2,7,46.29,1.41,4.65,0.40905,0.985,21,29
4,Small,16,7,4.0,3,10.052,4.0,15.2,12.0,19.434825,1,16,23,43.41,1.1,4.64,0.4131,0.979,21,27
4,Sedan,16,9,7.0,11,17.041,6.0,22.8,17.0,0.685125,2,8,15,10.83,0.9,4.65,0.45764999999999917,0.902,19,30
4,Sedan,17,7,6.0,3,12.786,6.0,22.8,18.0,13.009950000000002,1,6,16,24.06,1.76,4.75,0.48600000000000004,0.977,20,31
4,Sedan,18,7,6.0,7,13.792,6.0,22.8,18.0,13.009950000000002,1,18,23,21.58,2.36,4.61,0.37664999999999993,0.981,19,30
1,Sedan,19,9,6.0,11,9.497,6.0,22.8,18.0,2.426175,1,8,18,19.29,1.56,4.67,0.36854999999999993,0.967,22,27
3,Sedan,18,9,7.0,3,15.955,6.0,22.8,17.0,1.33605,1,8,17,35.44,2.14,4.63,0.4293,0.987,20,29
5,Small,18,9,4.0,3,7.054,4.0,15.2,12.0,5.4774,2,1,8,7.8,3.47,4.63,0.49410000000000004,0.964,19,30
5,Small,20,9,4.0,7,10.979,4.0,15.2,12.0,5.4774,1,8,19,12.03,1.34,4.67,0.45764999999999917,0.94,21,27
1,Sedan,17,8,6.0,7,13.382,6.0,22.8,18.0,0.685125,3,5,8,8.32,0.65,4.69,0.49005,0.831,23,30
2,Small,17,8,4.0,11,8.472,4.0,15.2,12.0,2.426175,2,6,8,14.5,1.78,4.66,0.44955,0.962,19,30
3,Small,19,8,4.0,11,8.473,4.0,15.2,12.0,0.685125,1,3,7,38.97,1.38,4.68,0.47790000000000005,0.982,21,28
4,Small,21,10,4.0,3,7.166,4.0,15.2,12.0,2.426175,1,21,23,35.63,3.05,4.8,0.3888,0.991,23,27
1,Small,20,7,6.0,3,14.593,4.0,15.2,10.0,0.685125,2,20,23,44.3,2.73,4.71,0.41715,0.992,21,27
4,Sedan,18,9,6.0,3,14.509,6.0,22.8,18.0,2.426175,3,8,17,38.45,3.37,4.61,0.40905,0.992,20,29
2,Small,18,8,4.0,11,10.693,4.0,15.2,12.0,19.434825,3,18,23,28.56,1.83,4.65,0.39690000000000003,0.981,23,31
5,Small,19,10,4.0,3,9.451,4.0,15.2,12.0,1.33605,3,9,12,19.43,0.61,4.69,0.39285000000000003,0.919,20,28
2,Small,19,9,7.0,11,17.932,4.0,15.2,9.0,2.426175,2,19,23,42.04,1.72,4.62,0.3807,0.986,22,28
4,Small,16,8,4.0,11,9.735,4.0,15.2,12.0,2.426175,3,7,15,13.14,1.71,4.64,0.4455,0.956,22,28
2,Small,17,9,6.0,3,14.754,4.0,15.2,10.0,18.696825,1,4,8,49.09,2.06,4.65,0.4536000000000001,0.99,21,27
1,Small,18,8,5.0,11,12.17,4.0,15.2,11.0,5.4774,1,7,17,25.53,0.74,4.78,0.3807,0.948,21,27
4,Small,16,7,4.0,7,6.436,4.0,15.2,12.0,3.42945,2,1,6,7.61,2.52,4.74,0.39690000000000003,0.949,19,30
1,Small,19,10,4.0,11,11.581,4.0,15.2,12.0,1.33605,2,9,11,8.26,1.99,4.67,0.36449999999999994,0.941,20,28
2,Sedan,17,9,6.0,7,8.218,6.0,22.8,18.0,18.696825,3,8,16,16.04,0.58,4.61,0.50625,0.898,19,28
4,SUV,19,8,13.5,7,18.433,13.5,51.3,40.5,2.426175,1,19,23,45.87,1.05,4.8,0.50625,0.979,20,27
2,SUV,16,8,13.5,7,7.557,13.5,51.3,40.5,18.696825,2,5,7,24.35,1.49,4.61,0.39285000000000003,0.973,20,30
4,Small,16,7,4.0,11,7.767,4.0,15.2,12.0,0.685125,1,16,23,10.59,2.99,4.78,0.40095000000000003,0.969,21,27
3,Sedan,22,7,6.0,11,13.053,6.0,22.8,18.0,1.33605,3,2,6,34.45,3.03,4.64,0.5022000000000001,0.99,23,30
4,SUV,17,9,13.5,7,10.608,13.5,51.3,40.5,19.434825,1,17,23,14.15,0.7,4.74,0.48600000000000004,0.904,22,31
1,Small,17,8,4.0,3,8.777,4.0,15.2,12.0,0.685125,2,1,7,13.74,3.54,4.63,0.36854999999999993,0.98,21,28
3,Small,19,6,4.0,7,8.949,4.0,15.2,12.0,5.4774,2,2,5,33.02,0.59,4.74,0.4131,0.95,22,31
2,Truck,17,9,17.5,7,10.178,17.5,66.5,52.5,19.434825,2,8,16,42.52,3.23,4.68,0.45764999999999917,0.993,19,29
3,Small,20,9,4.0,11,8.127,4.0,15.2,12.0,13.009950000000002,2,8,19,9.78,1.62,4.66,0.3888,0.939,21,30
4,Sedan,19,10,6.0,7,12.392,6.0,22.8,18.0,3.42945,2,19,23,49.29,2.25,4.6,0.3888,0.991,23,29
2,Sedan,16,7,6.0,11,10.085,6.0,22.8,18.0,0.685125,2,4,6,34.69,1.1,4.73,0.36449999999999994,0.974,23,29
3,Small,17,9,4.0,11,8.138,4.0,15.2,12.0,1.33605,1,8,16,8.36,3.03,4.78,0.39285000000000003,0.961,19,29
2,Truck,18,9,17.5,11,6.944,17.5,66.5,52.5,2.426175,1,8,17,9.32,1.24,4.64,0.41715,0.917,20,31
1,Small,18,9,6.0,3,16.315,4.0,15.2,10.0,5.4774,3,18,23,16.76,2.21,4.78,0.4293,0.973,20,30
2,Small,17,10,5.0,11,12.956,4.0,15.2,11.0,18.696825,2,9,16,25.26,1.48,4.71,0.4131,0.974,23,30
5,Sedan,18,7,7.0,11,17.026,6.0,22.8,17.0,18.696825,1,18,23,20.13,0.58,4.76,0.49410000000000004,0.918,22,30
2,Small,20,10,4.0,7,10.813,4.0,15.2,12.0,5.4774,1,9,19,25.17,2.67,4.61,0.40095000000000003,0.985,22,27
3,Sedan,18,9,6.0,7,9.206,6.0,22.8,18.0,2.426175,1,8,17,26.26,2.1,4.73,0.44145,0.982,20,28
4,Truck,19,10,17.5,11,11.436,17.5,66.5,52.5,1.33605,2,19,23,20.15,2.39,4.73,0.5022000000000001,0.979,23,31
3,Small,17,7,6.0,3,16.078,4.0,15.2,10.0,13.009950000000002,2,2,6,27.73,1.13,4.79,0.36854999999999993,0.969,21,29
