NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
5,Small,18,10,4.0,11,8.279,4.0,15.2,12.0,0.685125,1,4,8,22.62,2.32,4.61,0.39285000000000003,0.981,23,29
4,SUV,20,8,13.5,3,12.826,13.5,51.3,40.5,0.685125,2,1,6,26.69,1.1,4.77,0.3807,0.967,19,31
1,Sedan,18,10,6.0,11,7.889,6.0,22.8,18.0,1.33605,1,5,8,43.97,3.07,4.78,0.5022000000000001,0.993,23,28
4,SUV,17,9,13.5,3,7.042,13.5,51.3,40.5,13.009950000000002,3,1,7,31.19,1.47,4.67,0.37664999999999993,0.978,21,27
2,Small,20,8,4.0,7,8.026,4.0,15.2,12.0,19.434825,2,6,19,33.49,1.78,4.65,0.40905,0.983,21,29
3,Small,21,11,4.0,11,8.135,4.0,15.2,12.0,5.4774,3,3,9,20.34,0.88,4.68,0.44955,0.946,22,28
4,Sedan,18,10,6.0,11,10.621,6.0,22.8,18.0,3.42945,3,8,17,15.74,1.32,4.61,0.3807,0.953,21,30
4,Small,22,8,4.0,3,10.342,4.0,15.2,12.0,3.42945,2,4,6,31.52,1.29,4.72,0.38475,0.976,21,31
2,Small,19,10,6.0,3,16.888,4.0,15.2,10.0,2.426175,3,8,18,7.1,3.25,4.79,0.3807,0.958,19,29
4,Sedan,19,10,6.0,7,8.151,6.0,22.8,18.0,0.685125,2,8,18,17.72,2.39,4.64,0.47790000000000005,0.977,23,30
3,SUV,21,11,13.5,3,11.284,13.5,51.3,40.5,1.33605,2,9,20,39.41,3.59,4.76,0.3807,0.993,21,30
1,SUV,17,10,13.5,11,11.315,13.5,51.3,40.5,13.009950000000002,1,17,23,29.68,0.71,4.63,0.48600000000000004,0.954,20,31
1,SUV,17,10,13.5,11,7.967,13.5,51.3,40.5,2.426175,2,17,23,43.21,1.6,4.63,0.49005,0.986,22,31
2,Small,19,11,4.0,11,9.222,4.0,15.2,12.0,5.4774,3,9,18,41.47,0.73,4.67,0.48195,0.968,23,31
3,Small,18,12,4.0,11,5.54,4.0,15.2,12.0,1.33605,3,10,17,8.89,1.86,4.73,0.405,0.941,23,30
2,SUV,21,7,13.5,3,14.974,13.5,51.3,40.5,1.33605,3,5,20,13.44,1.36,4.72,0.36449999999999994,0.947,23,27
1,SUV,20,8,13.5,11,14.186,13.5,51.3,40.5,2.426175,1,6,19,44.11,2.36,4.75,0.4455,0.99,21,27
