NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Sedan,21,7,6.0,11,11.387,6.0,22.8,18.0,0.685125,3,6,20,30.6,1.98,4.73,0.3807,0.984,23,27
1,Sedan,17,7,6.0,11,11.093,6.0,22.8,18.0,13.009950000000002,1,17,23,16.51,1.55,4.72,0.4293,0.962,19,28
3,SUV,18,7,13.5,11,7.572,13.5,51.3,40.5,2.426175,2,18,23,48.43,0.61,4.8,0.39690000000000003,0.967,20,28
5,Small,18,8,5.0,7,13.769,4.0,15.2,11.0,0.685125,1,18,23,49.91,2.99,4.72,0.39690000000000003,0.993,22,31
4,SUV,20,8,13.5,11,12.15,13.5,51.3,40.5,0.685125,1,20,23,20.96,1.05,4.68,0.4131,0.956,19,28
1,Small,18,9,5.0,7,12.876,4.0,15.2,11.0,3.42945,1,8,17,8.88,2.48,4.63,0.47790000000000005,0.956,22,31
2,Truck,19,6,17.5,11,9.31,17.5,66.5,52.5,3.42945,3,19,23,20.7,2.58,4.62,0.45764999999999917,0.981,19,29
3,Sedan,16,7,6.0,11,5.666,6.0,22.8,18.0,19.434825,1,1,6,47.94,3.27,4.67,0.41715,0.994,23,28
2,Sedan,18,9,6.0,7,3.495,6.0,22.8,18.0,18.696825,1,18,23,36.42,1.01,4.6,0.4455,0.973,23,27
5,Sedan,18,8,6.0,11,6.642,6.0,22.8,18.0,18.696825,2,3,7,26.05,3.37,4.67,0.4131,0.989,23,28
4,Sedan,21,11,6.0,7,11.572,6.0,22.8,18.0,3.42945,1,21,23,40.01,1.34,4.8,0.50625,0.982,21,27
3,Small,17,9,4.0,3,10.023,4.0,15.2,12.0,13.009950000000002,3,3,8,23.67,2.57,4.7,0.50625,0.984,23,27
