NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
2,Truck,18,10,17.5,11,16.37,17.5,66.5,52.5,2.426175,3,18,23,8.86,2.8,4.72,0.48195,0.96,20,30
4,Sedan,18,12,6.0,3,11.164,6.0,22.8,18.0,2.426175,3,3,9,37.91,0.79,4.64,0.5022000000000001,0.967,20,30
1,Small,16,8,4.0,7,7.171,4.0,15.2,12.0,0.685125,2,3,5,12.09,1.48,4.69,0.3888,0.946,22,29
3,Small,19,9,4.0,7,6.209,4.0,15.2,12.0,3.42945,1,19,23,14.34,2.27,4.73,0.4536000000000001,0.97,19,31
1,Sedan,17,9,6.0,11,8.802,6.0,22.8,18.0,19.434825,3,17,23,12.19,1.01,4.65,0.50625,0.922,22,30
4,Sedan,20,10,7.0,7,16.779,6.0,22.8,17.0,2.426175,3,7,19,27.98,2.22,4.62,0.49005,0.984,20,28
1,Sedan,18,9,6.0,7,11.074,6.0,22.8,18.0,2.426175,1,3,6,8.22,2.73,4.66,0.39285000000000003,0.956,20,27
1,Truck,18,12,17.5,7,3.153,17.5,66.5,52.5,3.42945,1,9,17,48.39,0.87,4.7,0.4536000000000001,0.977,23,30
4,Small,19,10,5.0,7,12.861,4.0,15.2,11.0,3.42945,1,7,18,17.16,1.47,4.65,0.4374,0.961,23,28
3,SUV,20,10,13.5,7,8.112,13.5,51.3,40.5,13.009950000000002,1,20,23,44.29,1.23,4.65,0.40095000000000003,0.982,21,27
1,Small,18,9,4.0,7,8.656,4.0,15.2,12.0,3.42945,1,2,6,28.59,1.64,4.65,0.5022000000000001,0.979,21,27
4,Sedan,18,10,6.0,7,7.331,6.0,22.8,18.0,3.42945,1,5,7,31.97,2.84,4.63,0.4212,0.989,21,29
5,Truck,19,8,17.5,7,1.886,17.5,66.5,52.5,5.4774,3,5,18,44.04,2.84,4.61,0.40905,0.992,22,31
2,Small,18,10,4.0,3,8.423,4.0,15.2,12.0,5.4774,2,3,7,41.85,2.63,4.64,0.39690000000000003,0.991,21,27
4,Small,19,9,4.0,3,10.882,4.0,15.2,12.0,1.33605,3,19,23,16.3,0.92,4.78,0.44145,0.935,23,30
1,Small,18,12,4.0,11,8.923,4.0,15.2,12.0,5.4774,2,5,9,30.29,2.11,4.67,0.4374,0.984,22,28
2,Truck,21,10,17.5,7,12.134,17.5,66.5,52.5,19.434825,2,21,23,39.36,1.25,4.69,0.36854999999999993,0.98,20,27
2,Truck,18,9,17.5,7,12.749,17.5,66.5,52.5,3.42945,3,5,8,9.92,1.87,4.72,0.44955,0.948,20,31
4,Sedan,18,11,6.0,3,12.514,6.0,22.8,18.0,19.434825,3,8,11,17.68,0.89,4.62,0.39285000000000003,0.938,21,28
4,Sedan,20,8,6.0,11,9.782,6.0,22.8,18.0,3.42945,3,5,19,30.01,0.69,4.71,0.40095000000000003,0.953,19,29
4,Sedan,19,10,6.0,3,12.532,6.0,22.8,18.0,3.42945,3,7,18,28.14,1.61,4.6,0.44955,0.978,22,28
2,SUV,18,12,13.5,11,7.649,13.5,51.3,40.5,18.696825,2,2,9,21.2,1.15,4.77,0.3888,0.96,23,28
1,Small,19,11,5.0,11,12.089,4.0,15.2,11.0,1.33605,3,8,18,36.98,3.52,4.7,0.37259999999999993,0.992,21,31
5,Truck,20,11,17.5,7,12.367,17.5,66.5,52.5,0.685125,3,6,9,35.99,1.79,4.79,0.41715,0.985,23,29
1,Truck,20,11,17.5,3,10.831,17.5,66.5,52.5,2.426175,3,8,19,33.79,0.73,4.63,0.40095000000000003,0.96,22,27
2,Small,19,10,5.0,7,13.669,4.0,15.2,11.0,2.426175,1,3,7,27.58,2.28,4.73,0.3888,0.984,22,30
4,Sedan,19,11,6.0,11,12.104,6.0,22.8,18.0,2.426175,1,8,18,39.61,1.79,4.61,0.44955,0.986,19,29
2,Sedan,18,10,6.0,3,5.852,6.0,22.8,18.0,5.4774,1,7,17,12.74,0.92,4.79,0.405,0.918,20,29
4,Small,21,9,4.0,11,7.892,4.0,15.2,12.0,2.426175,3,6,20,25.85,2.76,4.66,0.4131,0.986,19,29
1,Sedan,19,12,6.0,3,7.215,6.0,22.8,18.0,1.33605,2,7,9,17.1,1.02,4.76,0.39285000000000003,0.944,23,31
2,Small,19,10,4.0,3,10.822,4.0,15.2,12.0,1.33605,2,6,8,44.72,2.68,4.76,0.4212,0.992,20,30
3,Sedan,21,12,7.0,11,15.78,6.0,22.8,17.0,18.696825,3,9,20,25.09,0.57,4.66,0.39285000000000003,0.932,21,30
3,Small,17,10,5.0,3,12.885,4.0,15.2,11.0,5.4774,3,5,8,49.71,2.03,4.62,0.4293,0.99,20,28
5,Small,20,12,4.0,7,9.834,4.0,15.2,12.0,18.696825,2,8,10,41.76,2.14,4.69,0.42524999999999996,0.989,23,30
3,SUV,19,11,13.5,3,13.424,13.5,51.3,40.5,19.434825,1,8,18,44.13,1.1,4.68,0.37259999999999993,0.98,20,30
4,Small,18,12,4.0,7,7.769,4.0,15.2,12.0,1.33605,2,9,17,33.43,3.24,4.66,0.47384999999999916,0.991,23,30
3,Small,18,8,4.0,11,7.872,4.0,15.2,12.0,2.426175,2,5,7,15.94,0.8,4.74,0.45764999999999917,0.925,20,29
4,Sedan,18,11,6.0,7,7.108,6.0,22.8,18.0,19.434825,2,8,17,24.37,1.38,4.63,0.44145,0.971,19,30
2,Sedan,16,12,6.0,7,6.653,6.0,22.8,18.0,2.426175,3,1,9,14.14,0.57,4.63,0.49005,0.883,20,28
5,Small,17,10,4.0,7,7.865,4.0,15.2,12.0,19.434825,1,7,16,39.58,1.44,4.67,0.4616999999999992,0.983,19,28
4,Small,19,12,4.0,7,9.371,4.0,15.2,12.0,5.4774,1,6,9,8.18,0.9,4.8,0.3888,0.873,19,29
4,Small,17,12,5.0,11,12.861,4.0,15.2,11.0,2.426175,2,9,11,29.64,2.39,4.6,0.49410000000000004,0.986,21,29
4,Truck,18,11,17.5,11,11.129,17.5,66.5,52.5,5.4774,2,18,23,44.29,3.47,4.72,0.4293,0.994,23,27
4,Sedan,16,9,6.0,7,13.716,6.0,22.8,18.0,0.685125,3,6,15,46.19,2.5,4.68,0.36854999999999993,0.991,22,28
5,Sedan,22,11,6.0,11,2.527,6.0,22.8,18.0,18.696825,3,8,21,38.93,2.35,4.73,0.36854999999999993,0.989,23,30
2,Truck,22,10,17.5,11,9.837,17.5,66.5,52.5,3.42945,2,5,7,19.63,0.65,4.72,0.4536000000000001,0.925,21,30
2,Small,18,10,4.0,3,8.718,4.0,15.2,12.0,5.4774,2,7,17,30.53,2.77,4.68,0.4455,0.988,21,27
5,Truck,18,11,17.5,3,4.477,17.5,66.5,52.5,5.4774,3,8,17,19.07,1.49,4.72,0.405,0.965,20,27
5,SUV,19,11,13.5,11,8.761,13.5,51.3,40.5,19.434825,1,8,18,38.45,2.23,4.74,0.44955,0.988,22,27
3,Sedan,17,10,6.0,3,10.078,6.0,22.8,18.0,5.4774,1,17,23,41.96,2.24,4.61,0.49005,0.989,23,28
2,Sedan,16,10,6.0,3,11.814,6.0,22.8,18.0,2.426175,1,1,7,38.3,2.35,4.64,0.45764999999999917,0.989,23,30
4,Sedan,19,11,6.0,3,9.874,6.0,22.8,18.0,5.4774,1,8,18,6.99,3.13,4.76,0.4697999999999992,0.955,19,29
1,Small,19,9,6.0,3,15.323,4.0,15.2,10.0,3.42945,2,5,7,17.83,2.37,4.78,0.36449999999999994,0.977,23,27
2,Sedan,20,9,6.0,3,10.57,6.0,22.8,18.0,19.434825,2,20,23,17.81,0.79,4.76,0.4536000000000001,0.931,20,30
1,SUV,17,8,13.5,11,14.715,13.5,51.3,40.5,3.42945,1,5,16,32.76,2.83,4.71,0.49815,0.989,21,27
2,SUV,18,11,13.5,11,10.33,13.5,51.3,40.5,18.696825,1,18,23,12.98,2.09,4.69,0.37259999999999993,0.964,20,28
2,Small,21,8,4.0,3,10.559,4.0,15.2,12.0,13.009950000000002,3,2,5,15.86,1.1,4.74,0.37664999999999993,0.944,20,31
3,Small,18,8,4.0,7,6.474,4.0,15.2,12.0,2.426175,3,1,5,11.22,1.42,4.77,0.3888,0.939,20,31
4,Small,18,9,6.0,11,14.95,4.0,15.2,10.0,2.426175,3,6,17,33.48,1.62,4.63,0.44145,0.982,20,29
4,Sedan,16,12,6.0,3,7.919,6.0,22.8,18.0,5.4774,1,16,23,38.89,3.54,4.65,0.40095000000000003,0.993,21,31
1,Small,18,9,4.0,11,8.594,4.0,15.2,12.0,13.009950000000002,3,6,17,14.89,3.3,4.72,0.43335,0.98,19,28
4,Small,17,9,7.0,11,19.164,4.0,15.2,9.0,1.33605,2,17,23,36.56,1.95,4.68,0.4536000000000001,0.986,20,29
5,SUV,19,11,13.5,11,11.322,13.5,51.3,40.5,5.4774,3,4,8,42.88,1.15,4.65,0.46574999999999916,0.98,20,31
2,Sedan,20,9,6.0,3,11.594,6.0,22.8,18.0,13.009950000000002,1,20,23,35.2,0.53,4.78,0.44145,0.948,20,28
2,SUV,17,12,13.5,11,12.349,13.5,51.3,40.5,2.426175,1,17,23,35.26,0.77,4.71,0.49410000000000004,0.964,19,29
1,Small,19,12,4.0,11,10.155,4.0,15.2,12.0,3.42945,2,8,10,28.1,1.07,4.67,0.3888,0.967,20,28
5,Sedan,17,10,7.0,11,16.487,6.0,22.8,17.0,1.33605,2,17,23,37.01,0.63,4.63,0.5022000000000001,0.958,19,31
3,Sedan,20,13,6.0,11,12.164,6.0,22.8,18.0,0.685125,1,20,23,33.87,2.35,4.78,0.47790000000000005,0.988,20,31
2,SUV,20,8,13.5,7,11.241,13.5,51.3,40.5,0.685125,1,20,23,11.67,2.4,4.74,0.4212,0.965,22,29
5,SUV,19,11,13.5,11,8.617,13.5,51.3,40.5,2.426175,1,8,18,47.89,2.29,4.71,0.4697999999999992,0.991,20,28
1,SUV,17,13,13.5,3,9.464,13.5,51.3,40.5,0.685125,1,17,23,33.39,3.46,4.61,0.4536000000000001,0.991,22,30
4,Truck,17,13,17.5,11,3.82,17.5,66.5,52.5,3.42945,3,10,16,40.34,1.63,4.77,0.45764999999999917,0.985,20,31
5,SUV,20,9,13.5,11,8.532,13.5,51.3,40.5,2.426175,1,6,19,34.15,3.52,4.76,0.49815,0.992,21,29
5,SUV,20,9,13.5,7,15.826,13.5,51.3,40.5,13.009950000000002,2,5,7,35.79,0.68,4.72,0.3807,0.96,22,27
4,Sedan,19,12,6.0,3,8.409,6.0,22.8,18.0,1.33605,3,19,23,21.72,2.1,4.73,0.36449999999999994,0.978,21,30
1,Small,18,12,8.0,3,20.092,4.0,15.2,8.0,2.426175,1,9,17,29.43,3.5,4.78,0.43335,0.99,23,27
5,Small,17,11,4.0,11,8.419,4.0,15.2,12.0,3.42945,1,8,16,46.57,0.75,4.7,0.4374,0.972,19,29
1,Sedan,18,11,6.0,3,9.642,6.0,22.8,18.0,13.009950000000002,3,18,23,44.94,2.78,4.69,0.3807,0.992,19,27
1,Small,17,12,5.0,7,13.017,4.0,15.2,11.0,19.434825,3,9,16,36.97,1.62,4.78,0.43335,0.983,23,30
1,Sedan,20,12,6.0,7,12.233,6.0,22.8,18.0,2.426175,2,20,23,42.46,1.29,4.79,0.50625,0.982,19,31
1,Sedan,17,11,6.0,3,6.837,6.0,22.8,18.0,13.009950000000002,1,8,16,7.85,0.72,4.68,0.4616999999999992,0.838,21,31
2,Small,19,9,4.0,3,9.456,4.0,15.2,12.0,3.42945,2,6,18,20.98,0.53,4.64,0.4293,0.914,22,28
4,Small,16,9,4.0,11,7.819,4.0,15.2,12.0,3.42945,3,16,23,17.69,1.8,4.76,0.39690000000000003,0.969,23,30
