NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Truck,21,10,17.5,3,12.894,17.5,66.5,52.5,19.434825,3,8,20,7.15,2.32,4.72,0.584999999999999,0.941,21,29
5,Small,19,7,4.0,7,10.555,4.0,15.2,12.0,5.4774,2,4,6,22.22,1.87,4.74,0.475,0.976,20,30
1,Sedan,19,11,7.0,7,16.251,6.0,22.8,17.0,13.009950000000002,2,19,23,20.58,3.53,4.66,0.535,0.986,21,28
5,Sedan,19,10,6.0,7,8.766,6.0,22.8,18.0,18.696825,3,19,23,45.73,0.78,4.74,0.555,0.972,23,31
5,Sedan,17,8,7.0,11,15.242,6.0,22.8,17.0,18.696825,1,17,23,44.53,0.52,4.77,0.45499999999999996,0.958,19,30
1,SUV,16,10,13.5,7,11.328,13.5,51.3,40.5,19.434825,3,5,8,22.25,0.66,4.64,0.555,0.934,21,27
5,Sedan,17,10,6.0,11,11.402,6.0,22.8,18.0,0.685125,2,3,8,15.0,2.18,4.61,0.584999999999999,0.97,20,30
3,Truck,19,8,17.5,7,13.219,17.5,66.5,52.5,19.434825,1,5,6,12.05,2.12,4.68,0.45499999999999996,0.962,19,27
5,Small,19,10,4.0,11,9.272,4.0,15.2,12.0,5.4774,2,4,8,12.36,0.82,4.71,0.569999999999999,0.906,20,29
1,Small,19,10,4.0,11,11.546,4.0,15.2,12.0,1.33605,1,2,8,42.43,3.41,4.67,0.475,0.993,20,29
5,Sedan,17,9,6.0,7,6.907,6.0,22.8,18.0,0.685125,2,7,16,24.42,1.92,4.78,0.59,0.979,19,27
1,Sedan,19,10,6.0,3,6.169,6.0,22.8,18.0,5.4774,3,8,18,27.11,1.84,4.74,0.6,0.98,19,31
4,Small,20,10,5.0,11,12.445,4.0,15.2,11.0,19.434825,1,20,23,11.84,2.15,4.61,0.475,0.961,19,30
5,Sedan,16,9,6.0,7,10.052,6.0,22.8,18.0,0.685125,1,7,8,31.9,0.73,4.72,0.574999999999999,0.958,20,28
4,Sedan,20,8,6.0,7,9.658,6.0,22.8,18.0,1.33605,2,1,6,19.72,0.87,4.77,0.47,0.943,19,30
5,SUV,16,9,13.5,11,10.11,13.5,51.3,40.5,1.33605,1,16,23,35.25,3.11,4.67,0.485,0.991,23,27
3,SUV,17,8,13.5,11,13.521,13.5,51.3,40.5,18.696825,2,17,23,16.28,3.06,4.62,0.5,0.98,20,31
2,Small,19,9,4.0,11,7.898,4.0,15.2,12.0,19.434825,2,19,23,28.72,1.94,4.69,0.53,0.982,20,30
1,Small,17,8,4.0,3,10.988,4.0,15.2,12.0,1.33605,2,17,23,28.89,3.15,4.78,0.61,0.989,22,30
1,Small,20,8,4.0,7,10.204,4.0,15.2,12.0,0.685125,3,20,23,13.7,2.02,4.68,0.574999999999999,0.965,21,30
3,SUV,17,11,13.5,7,12.012,13.5,51.3,40.5,18.696825,3,17,23,22.27,3.35,4.8,0.54,0.987,21,31
3,Small,17,11,4.0,3,11.441,4.0,15.2,12.0,19.434825,2,17,23,35.91,3.37,4.63,0.584999999999999,0.992,21,28
2,Small,18,8,4.0,3,6.857,4.0,15.2,12.0,0.685125,2,18,23,44.1,0.58,4.77,0.59,0.962,20,28
