NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
1,Sedan,20,8,6.0,3,10.193,6.0,22.8,18.0,13.009950000000002,2,20,23,31.11,1.95,4.77,0.51,0.984,23,28
5,Small,21,9,4.0,7,3.908,4.0,15.2,12.0,0.685125,1,8,20,19.21,1.22,4.7,0.56,0.958,21,30
4,SUV,18,7,13.5,7,7.595,13.5,51.3,40.5,3.42945,1,18,23,8.51,1.9,4.65,0.475,0.94,23,28
2,Sedan,17,7,6.0,3,9.769,6.0,22.8,18.0,1.33605,1,1,6,49.4,3.07,4.68,0.56,0.993,20,29
4,Sedan,16,11,6.0,7,10.469,6.0,22.8,18.0,1.33605,1,10,15,30.19,0.94,4.75,0.564999999999999,0.965,22,29
2,Small,16,10,4.0,7,10.683,4.0,15.2,12.0,3.42945,1,7,9,11.76,3.34,4.62,0.48,0.975,22,30
4,Small,17,7,4.0,3,10.644,4.0,15.2,12.0,0.685125,2,17,23,8.25,3.55,4.77,0.475,0.966,19,27
4,Sedan,17,9,6.0,11,11.252,6.0,22.8,18.0,13.009950000000002,2,17,23,49.78,2.58,4.68,0.44999999999999996,0.992,20,29
2,Small,22,7,5.0,3,13.568,4.0,15.2,11.0,3.42945,2,1,6,18.72,3.41,4.7,0.59,0.984,19,28
4,SUV,19,9,13.5,11,12.429,13.5,51.3,40.5,18.696825,2,4,8,12.16,1.1,4.71,0.62,0.928,22,27
1,Small,21,10,6.0,7,15.471,4.0,15.2,10.0,19.434825,1,21,23,36.79,2.64,4.71,0.47,0.99,19,31
1,Sedan,18,8,7.0,7,15.382,6.0,22.8,17.0,5.4774,1,7,8,35.1,3.47,4.69,0.605,0.992,22,30
5,Small,18,7,4.0,11,8.721,4.0,15.2,12.0,2.426175,2,18,23,44.99,2.98,4.72,0.49,0.993,19,28
3,SUV,20,10,13.5,11,8.354,13.5,51.3,40.5,18.696825,2,9,19,11.81,1.21,4.6,0.505,0.932,23,31
3,Small,17,8,6.0,3,15.607,4.0,15.2,10.0,1.33605,1,7,16,21.42,1.69,4.66,0.61,0.973,21,28
4,Truck,16,8,17.5,3,16.53,17.5,66.5,52.5,3.42945,2,7,15,22.02,1.53,4.67,0.545,0.971,23,31
4,SUV,19,8,13.5,7,7.206,13.5,51.3,40.5,13.009950000000002,1,19,23,39.76,2.22,4.74,0.48,0.989,20,28
5,Truck,19,8,17.5,3,10.843,17.5,66.5,52.5,19.434825,3,2,7,35.48,0.77,4.68,0.595,0.964,20,29
5,Small,19,7,5.0,7,12.43,4.0,15.2,11.0,2.426175,2,6,8,16.52,1.46,4.69,0.505,0.959,21,30
4,Small,18,9,5.0,3,14.157,4.0,15.2,11.0,3.42945,1,6,8,31.98,1.12,4.67,0.53,0.972,19,29
2,Truck,18,10,17.5,11,8.085,17.5,66.5,52.5,0.685125,2,18,23,23.68,0.54,4.68,0.53,0.925,21,28
3,Sedan,20,9,6.0,3,3.737,6.0,22.8,18.0,3.42945,2,20,23,25.58,3.44,4.79,0.62,0.989,20,30
4,Sedan,18,8,6.0,7,5.866,6.0,22.8,18.0,19.434825,3,5,8,16.27,0.64,4.7,0.53,0.908,19,30
4,Small,16,9,4.0,3,7.121,4.0,15.2,12.0,0.685125,2,8,15,11.09,2.4,4.79,0.55,0.963,23,31
5,Small,18,7,4.0,7,11.759,4.0,15.2,12.0,3.42945,2,6,17,15.14,2.69,4.64,0.574999999999999,0.976,23,28
2,Sedan,20,9,6.0,11,12.243,6.0,22.8,18.0,3.42945,1,8,19,45.98,2.37,4.63,0.62,0.991,23,28
3,SUV,19,10,13.5,3,13.295,13.5,51.3,40.5,0.685125,3,9,18,45.17,1.51,4.6,0.569999999999999,0.985,19,29
3,Small,20,10,6.0,11,14.966,4.0,15.2,10.0,0.685125,3,3,9,33.17,1.6,4.77,0.45999999999999996,0.981,23,28
4,Small,17,9,4.0,7,6.347,4.0,15.2,12.0,19.434825,2,8,16,36.72,1.78,4.62,0.579999999999999,0.985,20,30
1,SUV,20,6,13.5,3,11.678,13.5,51.3,40.5,2.426175,3,20,23,21.91,3.1,4.61,0.51,0.985,20,30
2,SUV,18,8,13.5,7,14.125,13.5,51.3,40.5,1.33605,2,1,7,34.48,2.68,4.65,0.605,0.989,23,29
1,SUV,19,8,13.5,7,7.648,13.5,51.3,40.5,1.33605,1,5,7,19.27,3.24,4.78,0.6,0.984,20,27
4,Small,21,6,5.0,7,12.782,4.0,15.2,11.0,13.009950000000002,1,4,5,22.86,2.77,4.63,0.49,0.984,21,30
5,Small,21,7,4.0,11,8.435,4.0,15.2,12.0,1.33605,2,6,20,6.87,2.05,4.71,0.48,0.931,21,30
4,Small,17,8,4.0,3,11.755,4.0,15.2,12.0,18.696825,3,7,16,27.3,2.94,4.7,0.505,0.988,23,27
2,Small,19,9,5.0,11,12.484,4.0,15.2,11.0,2.426175,3,8,18,21.63,2.15,4.77,0.605,0.979,22,28
4,Small,17,8,4.0,7,7.244,4.0,15.2,12.0,0.685125,3,7,16,30.69,1.7,4.77,0.564999999999999,0.981,19,29
5,Sedan,17,9,6.0,11,12.346,6.0,22.8,18.0,13.009950000000002,1,8,16,39.3,1.59,4.78,0.51,0.984,22,27
5,SUV,20,10,13.5,3,14.104,13.5,51.3,40.5,3.42945,2,9,19,39.56,3.29,4.8,0.475,0.992,20,29
5,SUV,17,7,13.5,7,10.224,13.5,51.3,40.5,13.009950000000002,1,6,16,7.53,2.95,4.67,0.574999999999999,0.956,21,31
2,Sedan,21,6,6.0,3,12.737,6.0,22.8,18.0,18.696825,1,21,23,38.1,0.74,4.7,0.605,0.965,22,31
4,Truck,18,9,17.5,11,10.468,17.5,66.5,52.5,1.33605,1,8,17,36.97,1.83,4.78,0.54,0.985,19,29
2,Sedan,17,7,7.0,3,16.516,6.0,22.8,17.0,0.685125,1,17,23,39.08,2.95,4.69,0.59,0.991,22,27
4,Small,19,9,4.0,11,9.727,4.0,15.2,12.0,2.426175,3,8,18,12.95,1.08,4.78,0.46499999999999997,0.931,22,29
1,Small,20,8,4.0,11,1.421,4.0,15.2,12.0,0.685125,3,20,23,37.25,2.42,4.61,0.475,0.989,21,27
1,SUV,21,9,13.5,3,11.629,13.5,51.3,40.5,1.33605,3,8,20,18.41,2.57,4.8,0.555,0.979,23,27
5,Small,18,10,5.0,11,12.079,4.0,15.2,11.0,5.4774,2,18,23,47.79,2.55,4.71,0.56,0.992,19,27
2,Small,18,10,4.0,7,7.377,4.0,15.2,12.0,18.696825,2,18,23,17.99,3.01,4.77,0.615,0.982,19,31
2,Sedan,18,10,6.0,3,6.769,6.0,22.8,18.0,0.685125,3,9,17,25.97,0.65,4.73,0.52,0.942,23,27
3,Sedan,19,6,7.0,11,17.403,6.0,22.8,17.0,18.696825,3,5,18,19.13,2.42,4.73,0.61,0.979,19,27
5,SUV,16,10,13.5,7,3.832,13.5,51.3,40.5,18.696825,1,5,9,29.11,3.03,4.79,0.61,0.989,20,31
1,Sedan,17,11,6.0,7,7.447,6.0,22.8,18.0,13.009950000000002,3,2,10,40.53,1.59,4.65,0.49,0.985,21,31
4,Sedan,16,6,7.0,7,15.246,6.0,22.8,17.0,5.4774,3,16,23,21.73,1.16,4.6,0.53,0.961,23,30
2,SUV,18,9,13.5,7,9.702,13.5,51.3,40.5,0.685125,3,18,23,14.87,3.1,4.67,0.595,0.979,23,29
4,SUV,17,10,13.5,7,9.684,13.5,51.3,40.5,13.009950000000002,3,17,23,32.46,2.29,4.7,0.605,0.987,19,30
2,Small,17,9,6.0,7,15.226,4.0,15.2,10.0,2.426175,3,7,10,17.27,2.1,4.8,0.45499999999999996,0.973,20,30
1,Truck,19,7,17.5,3,4.357,17.5,66.5,52.5,18.696825,1,19,23,9.26,1.88,4.75,0.62,0.944,20,28
1,Sedan,16,8,6.0,7,13.32,6.0,22.8,18.0,1.33605,3,7,15,27.9,1.86,4.64,0.6,0.981,22,27
3,Sedan,19,8,6.0,7,9.568,6.0,22.8,18.0,1.33605,2,1,7,13.51,1.45,4.68,0.535,0.95,20,28
5,Small,17,8,4.0,7,10.647,4.0,15.2,12.0,3.42945,3,17,23,42.54,0.94,4.74,0.55,0.975,21,31
2,Sedan,20,10,6.0,3,5.691,6.0,22.8,18.0,13.009950000000002,1,8,9,37.01,1.83,4.77,0.515,0.985,19,27
4,Truck,20,9,17.5,11,10.617,17.5,66.5,52.5,19.434825,1,20,23,31.43,0.51,4.66,0.53,0.94,22,30
4,Sedan,17,9,7.0,11,17.261,6.0,22.8,17.0,1.33605,3,17,23,45.93,2.73,4.61,0.5,0.992,19,29
2,SUV,18,10,13.5,3,8.378,13.5,51.3,40.5,3.42945,3,8,11,42.2,1.46,4.61,0.485,0.984,21,30
1,Sedan,18,9,6.0,11,9.102,6.0,22.8,18.0,0.685125,1,8,17,12.51,2.22,4.69,0.46499999999999997,0.965,23,27
5,Small,18,8,5.0,11,14.135,4.0,15.2,11.0,1.33605,3,4,7,48.43,1.97,4.8,0.545,0.99,19,31
1,Small,18,6,5.0,3,12.276,4.0,15.2,11.0,18.696825,2,5,17,38.16,1.57,4.65,0.579999999999999,0.983,23,27
4,SUV,19,8,13.5,7,9.412,13.5,51.3,40.5,1.33605,1,19,23,28.17,0.96,4.67,0.6,0.964,23,30
4,Sedan,17,7,6.0,3,5.037,6.0,22.8,18.0,0.685125,3,6,16,43.05,1.03,4.7,0.53,0.978,20,29
2,Small,20,9,5.0,7,12.848,4.0,15.2,11.0,2.426175,1,4,8,37.63,1.92,4.69,0.45499999999999996,0.986,23,31
2,SUV,20,11,13.5,7,14.331,13.5,51.3,40.5,18.696825,2,20,23,49.6,1.68,4.72,0.49,0.988,19,30
2,Sedan,18,8,6.0,3,15.003,6.0,22.8,18.0,18.696825,2,18,23,30.35,2.01,4.62,0.5,0.984,21,29
5,SUV,20,9,13.5,3,7.03,13.5,51.3,40.5,0.685125,1,20,23,30.21,1.11,4.6,0.6,0.971,22,31
4,Small,18,7,4.0,11,11.468,4.0,15.2,12.0,3.42945,2,18,23,8.91,1.35,4.66,0.45499999999999996,0.92,20,29
5,Small,17,8,4.0,11,8.449,4.0,15.2,12.0,19.434825,3,17,23,43.11,0.6,4.65,0.485,0.962,22,27
2,Sedan,18,8,6.0,3,10.764,6.0,22.8,18.0,2.426175,2,1,7,40.27,1.72,4.72,0.574999999999999,0.986,23,27
5,Small,18,9,5.0,3,12.261,4.0,15.2,11.0,19.434825,3,8,17,11.71,2.38,4.64,0.595,0.965,20,27
3,Sedan,21,8,6.0,11,5.059,6.0,22.8,18.0,5.4774,1,7,20,42.73,2.43,4.8,0.51,0.99,23,30
3,Sedan,17,6,6.0,7,11.95,6.0,22.8,18.0,19.434825,2,17,23,40.03,1.16,4.75,0.5,0.979,21,31
1,Sedan,19,8,6.0,7,9.462,6.0,22.8,18.0,18.696825,3,4,7,10.42,3.53,4.62,0.51,0.973,22,31
1,SUV,18,7,13.5,7,12.918,13.5,51.3,40.5,19.434825,2,6,17,27.8,1.77,4.68,0.59,0.98,22,28
4,SUV,17,10,13.5,7,14.931,13.5,51.3,40.5,2.426175,1,17,23,19.58,1.17,4.61,0.525,0.957,22,30
4,Small,21,9,4.0,3,4.618,4.0,15.2,12.0,2.426175,1,8,20,26.54,3.08,4.64,0.52,0.988,21,31
4,Truck,16,9,17.5,3,12.121,17.5,66.5,52.5,5.4774,1,16,23,42.26,3.5,4.8,0.535,0.993,22,30
3,Sedan,21,6,6.0,11,8.105,6.0,22.8,18.0,18.696825,1,3,5,12.45,2.67,4.77,0.525,0.97,20,28
1,Small,19,9,4.0,11,11.48,4.0,15.2,12.0,5.4774,1,8,18,37.13,3.41,4.68,0.55,0.992,23,31
3,Small,20,7,4.0,3,9.048,4.0,15.2,12.0,5.4774,2,6,19,22.6,0.81,4.71,0.595,0.947,19,27
3,SUV,20,10,13.5,3,4.825,13.5,51.3,40.5,13.009950000000002,3,9,19,46.02,1.68,4.73,0.52,0.987,19,29
1,Sedan,17,9,6.0,11,7.473,6.0,22.8,18.0,0.685125,1,8,16,45.95,0.97,4.67,0.535,0.978,21,27
2,Sedan,20,8,6.0,11,11.052,6.0,22.8,18.0,3.42945,3,20,23,19.71,2.56,4.73,0.564999999999999,0.98,22,27
4,Sedan,18,7,6.0,11,14.35,6.0,22.8,18.0,13.009950000000002,1,1,6,49.34,3.33,4.67,0.564999999999999,0.994,19,28
5,Truck,18,7,17.5,3,10.567,17.5,66.5,52.5,18.696825,1,3,6,29.76,1.77,4.66,0.615,0.981,19,31
4,Sedan,20,8,6.0,3,9.524,6.0,22.8,18.0,19.434825,3,7,19,20.67,3.09,4.8,0.579999999999999,0.984,20,31
4,Small,18,6,4.0,11,6.623,4.0,15.2,12.0,18.696825,3,5,17,38.78,3.01,4.72,0.535,0.991,21,30
3,Small,18,9,5.0,7,13.54,4.0,15.2,11.0,5.4774,3,5,8,32.9,0.79,4.67,0.569999999999999,0.962,20,31
3,Small,17,8,4.0,3,2.856,4.0,15.2,12.0,0.685125,1,17,23,20.67,3.17,4.65,0.579999999999999,0.985,19,28
1,Sedan,19,7,6.0,11,11.926,6.0,22.8,18.0,1.33605,2,6,18,7.29,2.62,4.66,0.62,0.949,23,30
1,SUV,20,8,13.5,7,8.247,13.5,51.3,40.5,0.685125,3,20,23,36.03,3.2,4.74,0.615,0.991,20,27
3,Small,19,6,5.0,11,12.166,4.0,15.2,11.0,0.685125,3,4,7,44.7,3.53,4.76,0.545,0.994,23,31
1,SUV,17,10,13.5,11,16.601,13.5,51.3,40.5,19.434825,3,17,23,31.8,2.01,4.75,0.515,0.984,23,28
2,Small,17,6,4.0,11,8.647,4.0,15.2,12.0,0.685125,3,17,23,38.5,0.7,4.73,0.515,0.964,21,31
5,Sedan,16,9,6.0,3,8.78,6.0,22.8,18.0,18.696825,3,16,23,44.87,3.53,4.71,0.61,0.994,20,30
2,Small,19,8,5.0,3,12.373,4.0,15.2,11.0,13.009950000000002,1,1,7,14.57,1.92,4.77,0.45499999999999996,0.965,20,29
5,Small,19,8,4.0,3,8.11,4.0,15.2,12.0,5.4774,2,7,18,19.28,3.07,4.67,0.535,0.983,21,30
4,Small,19,9,5.0,3,13.487,4.0,15.2,11.0,0.685125,3,19,23,23.66,2.34,4.75,0.5,0.982,19,28
5,SUV,17,6,13.5,11,7.688,13.5,51.3,40.5,19.434825,3,5,16,14.23,2.49,4.61,0.569999999999999,0.972,21,27
3,SUV,19,6,13.5,11,12.973,13.5,51.3,40.5,1.33605,3,5,8,15.23,2.61,4.76,0.525,0.975,21,27
4,Sedan,20,9,6.0,3,10.449,6.0,22.8,18.0,0.685125,1,20,23,25.62,2.0,4.65,0.45999999999999996,0.981,22,29
1,SUV,18,8,13.5,11,5.024,13.5,51.3,40.5,19.434825,2,7,17,27.97,1.28,4.65,0.48,0.972,21,31
1,Truck,20,8,17.5,3,9.56,17.5,66.5,52.5,2.426175,2,20,23,10.45,1.98,4.7,0.525,0.953,23,27
3,Small,19,6,5.0,7,12.197,4.0,15.2,11.0,13.009950000000002,2,5,18,27.83,3.03,4.68,0.515,0.988,21,27
4,Sedan,20,11,6.0,7,7.85,6.0,22.8,18.0,13.009950000000002,2,20,23,24.92,1.88,4.78,0.61,0.979,23,27
3,Sedan,20,10,8.0,11,17.849,6.0,22.8,16.0,0.685125,2,9,19,19.1,2.21,4.77,0.495,0.977,23,27
4,Small,19,9,4.0,3,9.621,4.0,15.2,12.0,2.426175,2,8,18,33.43,2.2,4.65,0.56,0.986,19,27
1,Small,20,10,4.0,3,8.793,4.0,15.2,12.0,3.42945,2,3,9,20.95,2.19,4.7,0.52,0.978,22,28
4,Sedan,19,8,6.0,11,5.941,6.0,22.8,18.0,3.42945,3,19,23,22.16,0.93,4.72,0.555,0.953,22,28
2,SUV,21,8,13.5,7,13.304,13.5,51.3,40.5,0.685125,1,7,20,45.54,1.55,4.78,0.505,0.986,23,30
3,Small,17,7,5.0,3,14.188,4.0,15.2,11.0,18.696825,2,6,16,37.1,1.35,4.63,0.545,0.98,19,28
4,Sedan,18,6,6.0,7,8.724,6.0,22.8,18.0,0.685125,3,5,17,7.14,2.17,4.71,0.49,0.937,20,29
2,Sedan,18,9,6.0,7,13.316,6.0,22.8,18.0,19.434825,1,8,17,7.27,2.22,4.74,0.52,0.94,22,31
3,SUV,21,9,13.5,7,5.318,13.5,51.3,40.5,3.42945,3,8,20,20.43,2.9,4.76,0.574999999999999,0.983,23,29
2,Sedan,17,8,6.0,7,12.183,6.0,22.8,18.0,19.434825,3,17,23,44.72,2.12,4.63,0.61,0.99,20,28
1,Small,19,8,4.0,3,4.5,4.0,15.2,12.0,13.009950000000002,2,19,23,49.43,2.57,4.63,0.485,0.992,23,31
2,Small,17,7,4.0,7,8.177,4.0,15.2,12.0,3.42945,1,5,6,10.92,2.28,4.64,0.505,0.961,23,31
4,Truck,17,10,17.5,11,13.606,17.5,66.5,52.5,5.4774,3,5,9,8.27,3.34,4.78,0.485,0.964,20,31
4,Sedan,19,8,6.0,3,9.33,6.0,22.8,18.0,19.434825,1,7,18,25.24,0.93,4.63,0.605,0.958,20,27
5,Small,21,8,4.0,11,9.843,4.0,15.2,12.0,0.685125,2,21,23,28.78,1.77,4.72,0.47,0.981,19,31
3,Small,16,9,4.0,11,4.273,4.0,15.2,12.0,18.696825,2,16,23,27.74,1.76,4.68,0.584999999999999,0.98,23,30
5,Sedan,18,10,6.0,3,7.011,6.0,22.8,18.0,2.426175,2,5,9,36.28,3.21,4.63,0.45999999999999996,0.991,19,29
1,Small,18,8,4.0,3,10.245,4.0,15.2,12.0,3.42945,2,4,7,27.61,2.37,4.69,0.475,0.985,23,27
5,Sedan,19,10,6.0,3,4.362,6.0,22.8,18.0,5.4774,1,7,9,42.32,0.56,4.63,0.485,0.959,21,30
4,Small,21,9,4.0,7,11.168,4.0,15.2,12.0,18.696825,1,2,8,31.21,0.65,4.67,0.52,0.952,19,27
2,Sedan,17,9,6.0,3,12.014,6.0,22.8,18.0,1.33605,2,5,8,6.79,1.82,4.69,0.48,0.922,23,28
4,Truck,20,10,17.5,7,9.292,17.5,66.5,52.5,13.009950000000002,1,9,19,42.78,2.91,4.69,0.45499999999999996,0.992,22,28
2,Small,17,10,4.0,7,3.94,4.0,15.2,12.0,13.009950000000002,2,6,9,37.27,3.55,4.77,0.62,0.992,23,31
5,Small,19,6,4.0,3,7.308,4.0,15.2,12.0,19.434825,1,2,5,21.13,1.17,4.79,0.52,0.96,23,31
4,Small,18,8,6.0,3,14.782,4.0,15.2,10.0,5.4774,1,6,7,41.64,1.87,4.68,0.52,0.987,23,29
5,Small,17,7,4.0,7,8.221,4.0,15.2,12.0,3.42945,1,17,23,12.88,2.61,4.76,0.574999999999999,0.971,21,31
5,Small,17,8,4.0,3,8.209,4.0,15.2,12.0,1.33605,1,7,16,29.65,1.02,4.77,0.569999999999999,0.967,21,29
3,Small,20,8,4.0,7,6.286,4.0,15.2,12.0,3.42945,3,7,19,27.79,3.06,4.79,0.5,0.988,22,30
2,Small,18,8,5.0,7,11.898,4.0,15.2,11.0,18.696825,2,7,17,50.1,2.05,4.79,0.61,0.99,22,31
3,Small,17,9,4.0,7,9.014,4.0,15.2,12.0,3.42945,1,17,23,28.07,2.01,4.7,0.564999999999999,0.982,19,27
3,Small,19,10,4.0,7,9.777,4.0,15.2,12.0,5.4774,3,19,23,18.2,0.91,4.77,0.59,0.941,21,29
5,Small,17,10,5.0,11,12.158,4.0,15.2,11.0,5.4774,2,9,16,33.03,1.67,4.62,0.54,0.982,21,31
5,Sedan,17,6,6.0,7,11.779,6.0,22.8,18.0,19.434825,1,2,5,24.38,1.1,4.61,0.574999999999999,0.963,23,29
2,Sedan,21,8,6.0,11,13.177,6.0,22.8,18.0,3.42945,1,7,20,21.77,1.81,4.71,0.579999999999999,0.975,22,27
4,Small,19,10,4.0,11,6.435,4.0,15.2,12.0,19.434825,2,7,9,12.73,0.6,4.65,0.45999999999999996,0.877,22,30
4,Sedan,21,8,6.0,11,6.514,6.0,22.8,18.0,13.009950000000002,1,4,7,19.4,1.09,4.66,0.584999999999999,0.954,20,31
2,Sedan,22,7,6.0,3,11.658,6.0,22.8,18.0,1.33605,1,6,21,14.47,0.89,4.72,0.495,0.925,21,30
2,Sedan,21,8,6.0,3,8.701,6.0,22.8,18.0,1.33605,1,21,23,44.35,2.59,4.71,0.495,0.991,22,29
5,Small,16,9,4.0,7,7.95,4.0,15.2,12.0,1.33605,2,16,23,26.27,3.42,4.63,0.535,0.989,22,31
2,SUV,18,8,13.5,3,7.864,13.5,51.3,40.5,13.009950000000002,2,1,7,20.5,0.92,4.75,0.6,0.948,23,28
2,Sedan,18,9,6.0,7,7.788,6.0,22.8,18.0,13.009950000000002,3,8,17,9.32,1.9,4.78,0.595,0.945,22,30
1,SUV,19,7,13.5,11,9.586,13.5,51.3,40.5,0.685125,2,6,18,26.12,2.14,4.75,0.579999999999999,0.982,23,27
1,Sedan,19,9,6.0,3,5.074,6.0,22.8,18.0,1.33605,2,7,9,11.31,1.11,4.69,0.525,0.923,19,31
2,Small,16,8,7.0,11,19.011,4.0,15.2,9.0,3.42945,2,7,15,46.83,0.71,4.69,0.595,0.97,21,29
4,Small,18,8,4.0,7,10.14,4.0,15.2,12.0,3.42945,3,18,23,17.45,2.21,4.66,0.45999999999999996,0.974,20,27
2,Small,19,11,5.0,7,13.193,4.0,15.2,11.0,5.4774,2,10,18,15.85,2.2,4.61,0.59,0.972,23,30
5,Sedan,18,8,6.0,11,8.896,6.0,22.8,18.0,3.42945,2,5,7,48.12,3.39,4.63,0.47,0.994,19,28
4,Truck,20,7,17.5,11,7.834,17.5,66.5,52.5,0.685125,1,6,19,36.37,1.64,4.62,0.535,0.983,20,29
3,SUV,18,7,13.5,7,10.917,13.5,51.3,40.5,5.4774,2,18,23,22.95,0.96,4.74,0.475,0.956,22,27
5,Truck,16,10,17.5,11,6.912,17.5,66.5,52.5,13.009950000000002,2,4,9,32.84,2.87,4.74,0.525,0.989,21,30
3,Small,19,10,4.0,7,11.521,4.0,15.2,12.0,19.434825,3,1,9,20.0,2.37,4.61,0.45499999999999996,0.979,20,31
1,Small,20,7,4.0,11,7.905,4.0,15.2,12.0,0.685125,2,6,19,32.47,2.66,4.72,0.525,0.988,23,29
3,SUV,17,8,13.5,3,4.809,13.5,51.3,40.5,1.33605,3,7,16,43.34,2.85,4.77,0.605,0.992,19,27
5,Sedan,18,10,6.0,7,9.725,6.0,22.8,18.0,18.696825,1,9,17,39.54,1.36,4.69,0.495,0.982,22,28
5,Small,19,10,4.0,11,8.23,4.0,15.2,12.0,19.434825,3,9,18,39.98,1.96,4.61,0.51,0.987,21,28
3,Sedan,17,8,6.0,3,5.556,6.0,22.8,18.0,1.33605,2,7,16,22.07,2.79,4.78,0.5,0.984,22,29
1,Sedan,20,7,6.0,11,13.251,6.0,22.8,18.0,1.33605,1,6,19,18.24,0.68,4.65,0.61,0.923,23,27
4,Sedan,22,8,7.0,11,15.498,6.0,22.8,17.0,0.685125,2,2,7,38.15,0.6,4.66,0.49,0.957,20,29
5,Small,19,9,6.0,3,16.637,4.0,15.2,10.0,2.426175,2,19,23,24.36,2.07,4.68,0.52,0.98,20,28
2,Small,18,6,4.0,11,5.939,4.0,15.2,12.0,18.696825,1,18,23,36.56,1.14,4.74,0.595,0.976,19,31
5,SUV,18,10,13.5,7,5.549,13.5,51.3,40.5,1.33605,3,18,23,35.42,0.6,4.62,0.579999999999999,0.954,20,31
3,Small,18,6,4.0,11,9.131,4.0,15.2,12.0,5.4774,2,4,6,30.95,1.68,4.62,0.47,0.981,19,28
5,Small,18,7,5.0,7,12.509,4.0,15.2,11.0,3.42945,2,6,17,42.86,1.4,4.72,0.55,0.983,21,31
1,Truck,21,8,17.5,7,12.868,17.5,66.5,52.5,18.696825,3,1,7,14.15,3.38,4.76,0.495,0.979,21,28
1,SUV,17,8,13.5,7,11.512,13.5,51.3,40.5,3.42945,1,7,16,30.4,1.45,4.72,0.495,0.978,21,29
1,SUV,18,7,13.5,11,12.107,13.5,51.3,40.5,2.426175,1,2,6,49.17,2.59,4.64,0.574999999999999,0.992,20,31
3,Truck,21,10,17.5,3,18.408,17.5,66.5,52.5,5.4774,1,9,20,29.16,2.67,4.77,0.564999999999999,0.987,20,31
1,Small,17,9,4.0,3,8.703,4.0,15.2,12.0,13.009950000000002,3,8,16,14.34,1.66,4.8,0.56,0.959,23,28
1,Small,18,10,5.0,3,12.467,4.0,15.2,11.0,18.696825,3,9,17,29.96,3.28,4.78,0.569999999999999,0.99,23,29
2,Sedan,20,7,6.0,11,8.673,6.0,22.8,18.0,0.685125,1,20,23,45.8,1.57,4.71,0.48,0.986,19,28
4,Small,19,6,4.0,3,6.281,4.0,15.2,12.0,5.4774,2,5,18,15.79,0.92,4.7,0.595,0.933,23,29
