NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
2,Small,19,9,4.0,11,10.525,4.0,15.2,12.0,0.685125,1,19,23,10.6,1.12,4.72,0.4374,0.919,21,27
2,Small,17,9,4.0,7,6.479,4.0,15.2,12.0,3.42945,1,2,7,32.64,3.01,4.7,0.4374,0.99,23,27
2,Sedan,17,8,6.0,7,2.665,6.0,22.8,18.0,13.009950000000002,3,2,6,43.31,1.26,4.61,0.48195,0.982,22,28
2,Sedan,20,8,6.0,11,10.429,6.0,22.8,18.0,2.426175,2,2,6,29.32,1.78,4.65,0.405,0.981,23,27
1,Small,16,10,4.0,7,7.443,4.0,15.2,12.0,5.4774,3,2,8,33.43,1.64,4.7,0.4212,0.982,19,28
1,Sedan,19,9,6.0,7,13.307,6.0,22.8,18.0,2.426175,2,19,23,13.36,3.28,4.64,0.37259999999999993,0.977,23,27
5,SUV,20,11,13.5,3,10.168,13.5,51.3,40.5,2.426175,3,7,10,18.93,1.96,4.73,0.4616999999999992,0.973,22,27
4,Small,18,11,5.0,7,12.837,4.0,15.2,11.0,1.33605,1,18,23,24.33,2.4,4.76,0.405,0.983,23,29
3,Sedan,17,11,6.0,3,6.547,6.0,22.8,18.0,3.42945,1,9,16,49.68,3.04,4.78,0.46574999999999916,0.993,21,28
2,Truck,18,9,17.5,3,11.292,17.5,66.5,52.5,3.42945,1,18,23,22.52,1.09,4.66,0.40095000000000003,0.96,23,31
5,Sedan,18,11,6.0,7,9.216,6.0,22.8,18.0,5.4774,3,9,17,18.49,3.38,4.71,0.4131,0.984,19,27
3,Sedan,17,10,6.0,7,11.142,6.0,22.8,18.0,18.696825,3,17,23,18.36,3.06,4.64,0.40095000000000003,0.982,23,30
4,Sedan,21,10,6.0,11,13.976,6.0,22.8,18.0,3.42945,3,8,20,24.77,2.43,4.77,0.38475,0.984,21,30
2,Small,18,8,4.0,7,11.283,4.0,15.2,12.0,19.434825,1,18,23,25.7,2.69,4.8,0.3807,0.986,22,28
1,Small,19,10,6.0,3,15.463,4.0,15.2,10.0,5.4774,1,19,23,16.94,1.57,4.72,0.4374,0.963,23,29
