NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
4,Small,19,11,4.0,11,8.926,4.0,15.2,12.0,2.426175,3,19,23,45.17,1.53,4.66,0.39690000000000003,0.986,22,28
4,Small,16,8,4.0,11,11.866,4.0,15.2,12.0,2.426175,3,1,6,6.76,2.3,4.77,0.39690000000000003,0.938,22,31
4,Small,22,10,7.0,3,17.582,4.0,15.2,9.0,13.009950000000002,1,2,8,23.84,3.41,4.74,0.50625,0.988,19,28
5,SUV,20,7,13.5,7,5.713,13.5,51.3,40.5,0.685125,3,5,19,38.7,2.24,4.62,0.3888,0.989,20,28
1,Sedan,19,10,6.0,11,11.649,6.0,22.8,18.0,1.33605,2,1,8,47.41,2.81,4.74,0.405,0.993,22,27
5,SUV,19,9,13.5,3,10.285,13.5,51.3,40.5,0.685125,1,19,23,28.27,2.11,4.62,0.50625,0.983,21,27
5,Sedan,19,10,6.0,3,5.845,6.0,22.8,18.0,19.434825,3,8,18,32.07,1.95,4.71,0.48600000000000004,0.984,19,29
3,Sedan,18,9,6.0,7,9.093,6.0,22.8,18.0,1.33605,3,18,23,26.01,2.78,4.7,0.48600000000000004,0.986,22,27
1,Sedan,19,8,6.0,7,9.198,6.0,22.8,18.0,2.426175,3,2,6,8.23,2.91,4.69,0.47384999999999916,0.959,21,28
1,Small,17,7,4.0,7,11.746,4.0,15.2,12.0,2.426175,1,5,16,41.51,1.15,4.78,0.40905,0.979,22,28
1,Small,17,11,4.0,7,6.485,4.0,15.2,12.0,3.42945,3,1,9,33.97,2.98,4.71,0.49815,0.99,19,31
2,Small,18,9,4.0,3,10.643,4.0,15.2,12.0,0.685125,1,7,8,41.57,3.16,4.72,0.42524999999999996,0.992,19,27
3,Small,16,10,5.0,7,12.342,4.0,15.2,11.0,3.42945,3,16,23,10.39,1.49,4.64,0.36854999999999993,0.937,20,29
3,SUV,20,9,13.5,3,11.863,13.5,51.3,40.5,0.685125,3,7,19,22.42,3.54,4.61,0.4697999999999992,0.987,21,29
1,Small,18,8,5.0,11,12.891,4.0,15.2,11.0,0.685125,1,6,7,21.76,3.01,4.71,0.3888,0.985,20,29
2,Sedan,18,9,6.0,11,14.504,6.0,22.8,18.0,3.42945,1,7,17,32.91,2.95,4.78,0.47384999999999916,0.99,20,27
2,Small,18,8,5.0,11,13.757,4.0,15.2,11.0,13.009950000000002,1,18,23,33.1,2.68,4.67,0.4293,0.989,23,31
5,SUV,21,8,13.5,11,1.948,13.5,51.3,40.5,1.33605,2,1,6,31.95,1.03,4.71,0.4697999999999992,0.97,20,31
4,Small,17,7,4.0,7,9.115,4.0,15.2,12.0,1.33605,1,5,16,42.19,2.46,4.6,0.3888,0.99,23,30
3,Sedan,21,8,6.0,3,14.858,6.0,22.8,18.0,0.685125,2,21,23,32.72,2.25,4.67,0.45764999999999917,0.987,22,30
4,SUV,18,10,13.5,3,15.028,13.5,51.3,40.5,1.33605,2,5,8,41.67,3.29,4.74,0.49005,0.993,23,28
4,SUV,19,9,13.5,3,8.986,13.5,51.3,40.5,18.696825,2,4,7,21.85,3.31,4.72,0.49815,0.986,21,30
2,SUV,16,10,13.5,11,2.847,13.5,51.3,40.5,13.009950000000002,1,8,15,38.58,3.1,4.74,0.5022000000000001,0.992,21,28
3,Sedan,18,11,6.0,3,5.787,6.0,22.8,18.0,3.42945,1,9,17,29.55,2.67,4.61,0.38475,0.987,20,29
4,Sedan,17,9,6.0,11,7.227,6.0,22.8,18.0,5.4774,1,4,7,16.38,1.53,4.8,0.4212,0.961,22,31
4,SUV,16,8,13.5,3,11.561,13.5,51.3,40.5,1.33605,2,6,15,30.45,3.27,4.62,0.4455,0.99,23,31
1,Small,17,9,5.0,3,13.957,4.0,15.2,11.0,5.4774,3,17,23,30.75,2.41,4.66,0.4293,0.987,22,28
3,Small,21,8,4.0,7,8.596,4.0,15.2,12.0,19.434825,2,5,7,44.81,2.25,4.7,0.47384999999999916,0.99,23,29
2,Small,16,7,5.0,11,13.41,4.0,15.2,11.0,2.426175,1,16,23,11.82,2.53,4.77,0.39285000000000003,0.967,21,29
