NO_Residents,EV_Type,Arrival,Depart,EV_demand,EV_Power,EV_Distance,EV_soc_low,EV_soc_up,EV_soc_arr,SL_loads,SL_cycle,SL_low,SL_up,TCL_R,TCL_C,TCL_COP,TCL_MAX,TCL_Beta,TCL_temp_low,TCL_temp_up
3,SUV,18,6,13.5,7,13.836,13.5,51.3,40.5,3.42945,1,4,5,24.28,2.57,4.79,0.4455,0.984,20,28
5,Small,20,6,4.0,7,11.022,4.0,15.2,12.0,5.4774,3,5,19,26.01,2.28,4.74,0.37664999999999993,0.983,21,30
3,SUV,21,9,13.5,11,11.678,13.5,51.3,40.5,0.685125,2,8,20,25.28,0.65,4.73,0.44145,0.941,19,31
3,Small,20,8,5.0,11,13.825,4.0,15.2,11.0,0.685125,1,20,23,16.84,0.86,4.71,0.48195,0.933,21,31
5,Small,19,8,4.0,11,7.066,4.0,15.2,12.0,3.42945,3,5,8,34.14,2.78,4.67,0.37664999999999993,0.99,22,31
2,Sedan,17,11,6.0,7,9.777,6.0,22.8,18.0,2.426175,2,17,23,23.97,1.25,4.63,0.45764999999999917,0.967,19,30
4,Small,17,8,5.0,3,11.975,4.0,15.2,11.0,0.685125,2,7,16,39.79,2.69,4.74,0.49410000000000004,0.991,19,29
2,Sedan,19,7,7.0,7,16.276,6.0,22.8,17.0,19.434825,1,6,18,30.94,1.36,4.69,0.45764999999999917,0.977,19,30
5,Sedan,16,9,6.0,7,10.132,6.0,22.8,18.0,2.426175,3,16,23,30.99,1.5,4.66,0.40905,0.979,20,31
5,Small,18,7,4.0,3,6.901,4.0,15.2,12.0,19.434825,2,6,8,15.48,1.74,4.71,0.4293,0.964,19,27
4,Sedan,17,9,7.0,11,15.193,6.0,22.8,17.0,3.42945,3,2,8,41.89,2.11,4.73,0.46574999999999916,0.989,19,31
1,SUV,22,8,13.5,11,13.5,13.5,51.3,40.5,1.33605,2,7,21,31.78,3.18,4.64,0.4536000000000001,0.99,19,29
1,Truck,19,10,17.5,7,6.421,17.5,66.5,52.5,18.696825,3,3,9,8.62,2.58,4.7,0.40905,0.956,19,30
3,Small,18,9,4.0,3,10.735,4.0,15.2,12.0,3.42945,2,18,23,39.52,0.5,4.67,0.48195,0.951,23,31
1,Small,19,7,4.0,7,8.538,4.0,15.2,12.0,3.42945,2,19,23,22.78,3.15,4.71,0.41715,0.986,20,31
1,Small,21,6,4.0,7,11.502,4.0,15.2,12.0,1.33605,3,1,5,31.5,2.74,4.7,0.46574999999999916,0.988,22,31
1,Small,17,7,4.0,7,8.787,4.0,15.2,12.0,2.426175,2,5,7,44.59,2.15,4.63,0.4536000000000001,0.99,21,31
1,SUV,20,10,13.5,11,1.594,13.5,51.3,40.5,18.696825,2,20,23,32.4,3.46,4.6,0.39285000000000003,0.991,23,27
4,Small,16,9,4.0,11,5.37,4.0,15.2,12.0,13.009950000000002,3,5,8,46.24,2.32,4.61,0.4536000000000001,0.991,19,27
5,SUV,21,10,13.5,7,13.114,13.5,51.3,40.5,3.42945,3,3,9,17.43,1.33,4.66,0.39690000000000003,0.958,19,31
1,Sedan,20,10,6.0,3,3.902,6.0,22.8,18.0,19.434825,3,3,9,11.97,2.77,4.61,0.41715,0.97,23,31
4,Sedan,19,8,6.0,11,14.975,6.0,22.8,18.0,1.33605,1,7,18,36.77,1.16,4.61,0.46574999999999916,0.977,22,29
5,SUV,19,8,13.5,7,8.956,13.5,51.3,40.5,18.696825,3,7,18,45.54,1.78,4.78,0.43335,0.988,23,31
5,Small,16,8,4.0,3,9.135,4.0,15.2,12.0,1.33605,2,7,9,13.17,1.08,4.62,0.47790000000000005,0.932,19,30
1,SUV,17,8,13.5,7,11.37,13.5,51.3,40.5,1.33605,1,2,7,7.9,2.29,4.79,0.46574999999999916,0.946,22,27
1,Small,16,9,6.0,11,14.7,4.0,15.2,10.0,0.685125,1,2,8,29.8,2.57,4.63,0.40905,0.987,20,29
3,SUV,19,9,13.5,11,6.016,13.5,51.3,40.5,19.434825,3,8,18,21.85,1.56,4.62,0.37664999999999993,0.971,19,30
3,Sedan,19,8,7.0,3,15.734,6.0,22.8,17.0,3.42945,1,19,23,32.54,2.06,4.72,0.48195,0.985,19,31
4,SUV,20,9,13.5,11,11.397,13.5,51.3,40.5,5.4774,1,5,8,11.62,2.16,4.65,0.44955,0.961,23,29
3,Small,20,6,5.0,3,13.386,4.0,15.2,11.0,5.4774,3,2,5,39.6,1.93,4.7,0.42524999999999996,0.987,22,27
4,Small,18,9,4.0,7,11.098,4.0,15.2,12.0,19.434825,3,1,8,29.59,1.28,4.8,0.5022000000000001,0.974,19,27
1,Sedan,17,8,6.0,7,8.784,6.0,22.8,18.0,19.434825,1,17,23,32.76,0.98,4.65,0.45764999999999917,0.969,22,27
1,Small,22,7,4.0,11,8.049,4.0,15.2,12.0,13.009950000000002,2,2,6,14.74,0.55,4.72,0.3807,0.884,23,30
1,Small,20,7,4.0,7,9.138,4.0,15.2,12.0,0.685125,2,5,7,40.07,0.69,4.67,0.49005,0.964,19,31
1,SUV,17,10,13.5,7,8.845,13.5,51.3,40.5,3.42945,1,2,9,42.97,2.75,4.78,0.4697999999999992,0.992,21,28
2,Small,17,6,4.0,11,9.945,4.0,15.2,12.0,3.42945,3,17,23,38.27,1.31,4.62,0.4131,0.98,22,29
1,Sedan,17,6,6.0,11,13.059,6.0,22.8,18.0,1.33605,2,5,16,9.61,1.42,4.63,0.38475,0.929,23,29
5,Small,20,9,6.0,11,16.038,4.0,15.2,10.0,19.434825,2,8,19,42.48,3.56,4.67,0.37664999999999993,0.993,20,28
4,SUV,20,8,13.5,3,9.168,13.5,51.3,40.5,18.696825,1,7,19,45.26,2.47,4.74,0.39285000000000003,0.991,19,29
4,SUV,17,7,13.5,11,12.215,13.5,51.3,40.5,13.009950000000002,3,6,16,18.2,1.08,4.68,0.3807,0.95,21,30
1,Sedan,18,9,6.0,3,7.941,6.0,22.8,18.0,0.685125,1,4,8,47.03,3.02,4.67,0.4131,0.993,23,27
2,Small,20,10,4.0,11,11.49,4.0,15.2,12.0,19.434825,1,1,9,46.32,1.98,4.64,0.49005,0.989,21,30
2,Small,21,7,4.0,7,10.452,4.0,15.2,12.0,18.696825,1,6,20,31.76,1.07,4.64,0.49410000000000004,0.971,23,28
4,SUV,20,11,13.5,7,7.002,13.5,51.3,40.5,3.42945,2,20,23,21.41,3.43,4.69,0.37664999999999993,0.986,22,28
5,Sedan,16,9,6.0,3,13.109,6.0,22.8,18.0,3.42945,3,16,23,25.64,2.69,4.68,0.37259999999999993,0.986,21,31
4,Small,16,10,4.0,7,9.021,4.0,15.2,12.0,3.42945,2,9,15,33.31,2.23,4.65,0.4131,0.987,21,29
3,Sedan,19,8,6.0,11,8.777,6.0,22.8,18.0,19.434825,1,5,7,11.85,2.89,4.63,0.49815,0.971,19,31
2,Small,20,9,4.0,3,10.063,4.0,15.2,12.0,18.696825,3,3,8,8.79,2.1,4.75,0.48600000000000004,0.947,20,31
1,SUV,20,8,13.5,7,5.34,13.5,51.3,40.5,13.009950000000002,2,2,7,44.2,1.03,4.61,0.4616999999999992,0.978,21,28
4,Small,18,8,7.0,11,18.196,4.0,15.2,9.0,5.4774,3,18,23,40.68,1.22,4.75,0.37664999999999993,0.98,20,27
3,Sedan,16,9,6.0,3,9.673,6.0,22.8,18.0,5.4774,3,8,15,43.2,1.93,4.62,0.3888,0.988,22,31
2,Sedan,19,6,6.0,7,6.183,6.0,22.8,18.0,0.685125,2,19,23,35.12,0.88,4.64,0.3807,0.968,21,27
5,Sedan,18,8,6.0,11,14.265,6.0,22.8,18.0,0.685125,1,7,17,42.96,0.98,4.61,0.36854999999999993,0.977,19,30
3,Sedan,20,7,6.0,3,9.004,6.0,22.8,18.0,2.426175,3,20,23,43.1,1.16,4.62,0.37259999999999993,0.98,23,31
5,SUV,18,10,13.5,11,16.135,13.5,51.3,40.5,1.33605,1,9,17,43.06,3.39,4.76,0.3888,0.993,22,31
1,SUV,19,7,13.5,7,10.706,13.5,51.3,40.5,0.685125,2,3,6,9.69,1.93,4.7,0.41715,0.948,21,31
3,Small,16,9,4.0,3,8.061,4.0,15.2,12.0,18.696825,1,16,23,40.22,2.76,4.74,0.38475,0.991,22,27
3,Truck,17,7,17.5,11,8.226,17.5,66.5,52.5,18.696825,1,6,16,32.75,0.5,4.75,0.4455,0.941,22,27
2,Truck,20,7,17.5,7,9.324,17.5,66.5,52.5,1.33605,2,20,23,7.32,1.67,4.78,0.39690000000000003,0.921,20,30
3,SUV,19,9,13.5,11,1.913,13.5,51.3,40.5,18.696825,1,5,8,36.59,0.74,4.69,0.40095000000000003,0.964,20,30
1,Sedan,17,7,6.0,7,11.596,6.0,22.8,18.0,1.33605,3,3,6,11.25,2.39,4.8,0.4455,0.963,20,30
2,Small,17,7,5.0,7,12.881,4.0,15.2,11.0,1.33605,1,6,16,13.41,1.33,4.77,0.4697999999999992,0.945,19,31
5,Sedan,20,11,6.0,7,10.247,6.0,22.8,18.0,5.4774,1,9,10,31.96,3.17,4.75,0.49815,0.99,21,31
3,Sedan,16,8,6.0,7,4.753,6.0,22.8,18.0,3.42945,1,7,15,15.3,1.98,4.69,0.4697999999999992,0.968,23,28
2,Small,16,6,4.0,11,10.439,4.0,15.2,12.0,13.009950000000002,2,16,23,29.62,2.82,4.63,0.37664999999999993,0.988,20,27
2,Small,17,11,4.0,3,10.467,4.0,15.2,12.0,13.009950000000002,2,5,10,47.14,2.71,4.62,0.47384999999999916,0.992,23,31
5,Truck,19,9,17.5,11,9.933,17.5,66.5,52.5,18.696825,3,7,10,10.46,3.14,4.78,0.48600000000000004,0.97,21,31
2,Sedan,22,10,6.0,7,10.545,6.0,22.8,18.0,13.009950000000002,2,9,21,41.44,3.22,4.8,0.36854999999999993,0.993,23,31
5,SUV,17,8,13.5,7,8.575,13.5,51.3,40.5,18.696825,2,1,7,12.86,2.56,4.78,0.39690000000000003,0.97,19,27
4,Sedan,20,10,6.0,3,6.516,6.0,22.8,18.0,18.696825,3,5,9,24.36,2.54,4.73,0.48195,0.984,21,27
4,SUV,21,10,13.5,7,10.363,13.5,51.3,40.5,19.434825,1,9,20,38.4,1.17,4.76,0.4212,0.978,19,31
2,Small,18,8,4.0,3,6.357,4.0,15.2,12.0,5.4774,2,7,17,8.31,0.71,4.73,0.41715,0.844,21,29
2,Truck,18,7,17.5,11,9.3,17.5,66.5,52.5,2.426175,3,6,17,30.13,2.49,4.79,0.44145,0.987,20,31
3,Sedan,16,10,6.0,7,11.261,6.0,22.8,18.0,19.434825,3,9,15,23.57,0.54,4.74,0.41715,0.924,22,29
3,Sedan,17,7,6.0,7,5.631,6.0,22.8,18.0,2.426175,2,17,23,32.04,3.05,4.67,0.4212,0.99,20,29
4,Small,17,8,5.0,11,12.245,4.0,15.2,11.0,19.434825,1,7,16,34.53,0.56,4.65,0.4131,0.95,21,31
4,Sedan,21,9,6.0,11,11.612,6.0,22.8,18.0,19.434825,1,8,20,33.43,2.17,4.6,0.37664999999999993,0.986,20,28
5,SUV,16,10,13.5,3,6.249,13.5,51.3,40.5,3.42945,2,16,23,33.63,2.29,4.6,0.41715,0.987,19,28
